property_type,society,sector,price_in_cr,price_per_sqft,bedroom,bathroom,balcony,facing,agepossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,ROF Ananda,Sector 95,0.25,6578,1,1,1,north-east,New Property,380,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,SS Residency Residency The Leaf,Sector 85,2.0,8305,3,4,3,north,Relatively New,2300,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Sare Crescent Parc Royal Greens Phase,Sector 92,0.95,5007,4,2,3+,north-east,Moderately Old,1717,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Bestech Park View Ananda,Sector 81,1.45,8734,3,2,3+,north-east,Relatively New,1348,0,0,0,0,1,Semi-furnished,Average,Low-rise
house,Independent,Sector 55,1.45,24946,4,1,1,east,Relatively New,581,0,0,1,0,0,Semi-furnished,Medium,Mid-rise
flat,Signature Global Park,Sohna Road,0.75,6938,2,2,0,north-east,Relatively New,1081,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Vipul Tatvam Villa,Sector 48,19.5,22222,5,3,1,north,Moderately Old,8793,1,1,1,1,0,Un-furnished,Medium,Low-rise
house,Independent,Sector 2,6.0,20000,4,4,0,east,Relatively New,3003,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 26,17.0,37604,5,2,1,north-east,Relatively New,4527,1,1,1,1,0,Un-furnished,Medium,Low-rise
flat,ATS Triumph,Sector 104,4.45,6846,4,3,3+,north,Relatively New,7174,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,M Heights,Sector 65,2.5,13600,3,3,3,north-east,New Property,1654,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Raheja Vedaanta,Sector 108,1.0,4854,2,2,2,north,Relatively New,2060,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,DLF The Ultima,Sector 81,2.3,14375,3,4,3+,north-east,Relatively New,1848,0,1,0,0,0,Furnished,High,High-rise
flat,Breez Global Hill View,Sohna Road,0.42,7174,2,2,1,north-east,Relatively New,585,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Pivotal Riddhi Siddhi,Sector 99,0.5,8517,2,1,2,north-east,New Property,587,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,DLF New Town Heights,Sector 90,2.0,7334,4,4,3+,east,Moderately Old,2468,0,1,0,0,1,Semi-furnished,Average,High-rise
flat,Experion The Heartsong,Sector 108,0.9,7014,2,3,3,south,Relatively New,734,0,1,0,0,0,Semi-furnished,Medium,Low-rise
house,DLF City Plots,Sector 26,16.0,35561,4,4,1,east,Relatively New,4509,1,0,1,1,0,Semi-furnished,Low,Low-rise
house,DLF City Plots Phase,Sector 25,10.0,44881,3,1,3,north,Relatively New,2228,1,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,CHD Avenue,Sector 71,1.16,6655,3,3,3,south-west,Moderately Old,1577,0,1,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 4,0.4,9259,1,1,1,east,Moderately Old,432,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,DLF City Plots,Sector 26,13.5,29862,5,2,1,east,Old,4527,1,1,1,1,0,Un-furnished,Medium,Low-rise
flat,Signature Global Solera,Sector 107,0.28,5623,2,2,2,north-west,Relatively New,498,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,ATS Kocoon,Sector 109,1.7,9742,3,3,3,west,Moderately Old,1550,0,0,0,0,0,Semi-furnished,Average,Skyscraper
flat,Godrej Summit Premia Towers,Sector 104,0.9,7149,2,2,0,north-east,Relatively New,1259,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Sare Crescent Parc,Sector 92,0.95,5013,4,2,3+,north,Relatively New,1895,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,M Latitude,Sector 65,4.7,19747,3,3,3+,north-east,Relatively New,1756,0,1,0,1,0,Un-furnished,Average,Mid-rise
flat,ILD Grand,Sector 37C,1.35,7142,3,3,0,north-east,New Property,1820,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Signature Global City  Ph,Sector 37D,1.36,8846,3,3,3,north-east,Under Construction,1535,0,0,0,1,1,Semi-furnished,Average,Low-rise
flat,Sagar Apartment,Sector 56,1.45,7250,3,3,3+,south,Old,1900,1,1,0,1,1,Semi-furnished,High,Mid-rise
house,DLF City Plots,Sector 26,12.5,38581,4,2,1,north-east,Moderately Old,3247,1,1,0,0,0,Un-furnished,Medium,Low-rise
house,Independent,Sector 23,4.0,16004,3,3,2,east,Moderately Old,2435,0,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Valley View Estate,Gwal Pahari,1.5,7489,4,4,3+,north-east,Moderately Old,1850,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Jammu And Kashmir Bank Employees Cghs,Sector 9A,0.95,6129,3,3,2,west,Moderately Old,1403,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,AIPL Zen Residences,Sector 70A,1.4,11094,2,2,2,north-east,Relatively New,1262,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sector 105,0.74,7400,3,3,3,east,Moderately Old,1000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Ramsons Kshitij,Sector 95,0.32,4500,2,2,1,north-east,Relatively New,711,0,0,0,0,1,Furnished,Low,Mid-rise
flat,DLF Express Greens,Manesar,1.6,6808,4,2,3+,north-east,Relatively New,2594,1,1,0,1,0,Semi-furnished,Average,Mid-rise
flat,Pyramid Urban,Sector 67A,0.62,11854,2,2,2,south,Relatively New,523,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Supertech Hues,Sector 68,1.0,8474,2,2,2,north-east,New Property,1302,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Raheja Navodaya,Sector 92,0.85,4271,3,3,3,north-west,Relatively New,1801,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 28,8.4,34530,4,4,2,north-east,Relatively New,2435,0,1,1,1,0,Un-furnished,Medium,Low-rise
flat,Godrej,Sector 79,1.28,8504,3,3,3,north-east,Relatively New,1362,0,0,0,0,0,Semi-furnished,High,Mid-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,3.0,15189,4,4,3+,south-east,Relatively New,1787,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Tulip Violet,Sector 69,3.05,9664,4,2,3+,south-west,Relatively New,2856,0,1,0,0,1,Semi-furnished,Average,High-rise
flat,Vipul Belmonte,Sector 53,6.0,24490,3,4,3+,north-west,Moderately Old,2217,0,1,0,0,1,Un-furnished,Low,Mid-rise
flat,Tulip Violet,Sector 69,1.32,8411,3,3,1,south-east,Relatively New,1419,0,0,0,1,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 57,8.31,24171,5,2,1,north-east,Old,3445,1,1,1,1,0,Semi-furnished,Average,Mid-rise
house,Ansal Height Height Api Spanish Court,Sector 2,2.9,18626,4,4,3,north,Relatively New,1415,0,0,1,0,0,Un-furnished,Average,Low-rise
flat,SBTL Caladium,Sector 109,1.2,6382,3,2,2,south,Relatively New,1701,0,0,0,0,0,Semi-furnished,High,Mid-rise
flat,Indiabulls Enigma,Sector 110,4.25,10953,5,2,3+,east,Relatively New,3511,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Sare Green Parc,Sector 92,0.75,4820,3,2,2,north-east,Relatively New,1556,0,0,0,0,0,Semi-furnished,Low,High-rise
house,RWA,Sector 46,4.5,24448,2,2,3,north-east,Moderately Old,1858,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,Breez Global Hill View,Sohna Road,0.35,6315,2,2,2,west,New Property,554,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Godrej Aria,Sector 79,0.95,6551,2,2,3,east,Relatively New,1600,0,0,0,0,0,Un-furnished,High,Mid-rise
flat,Adani Aangan Galleria,Sector 89,0.42,4941,2,2,2,north-east,Relatively New,769,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 41,9.0,27778,2,2,1,east,Old,3247,0,1,1,1,0,Un-furnished,Low,Low-rise
flat,M Heights,Sector 65,2.25,13608,2,2,3,north-east,New Property,1582,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Antriksh Heights,Sector 84,0.92,5041,3,3,3,east,Relatively New,1652,1,0,0,1,0,Semi-furnished,Medium,Low-rise
flat,Green Campus Chs,Manesar,0.9,3935,3,3,3+,north-east,Moderately Old,2070,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Imperia Aashiyara,Sector 37C,0.4,5882,2,2,3,north-east,Relatively New,751,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Unitech Aspen Greens,Sector 50,6.95,4490,3,3,3,north-east,Moderately Old,2160,0,1,0,0,0,Semi-furnished,High,Low-rise
house,Independent,Sector 54,3.51,12342,4,1,0,north,New Property,2850,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Capital Residences,Sector 70A,1.55,7844,3,3,3,south,Relatively New,1600,1,1,0,1,1,Semi-furnished,Average,Mid-rise
flat,Shree Shyam Residency,Block A Sector 21,0.22,4731,1,1,1,east,Relatively New,465,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 17B,7.2,15926,4,4,1,east,Old,4494,0,1,1,0,0,Semi-furnished,Low,Low-rise
flat,The Lions Cghs,Sector 56,2.05,8541,4,4,3+,west,Moderately Old,2649,0,0,0,0,0,Un-furnished,Average,Mid-rise
flat,AIPL Club Residences,Sector 70A,1.27,9777,2,2,3+,north-west,Relatively New,1439,0,0,0,0,1,Un-furnished,Medium,Skyscraper
flat,DLF New Town Heights,Sector 90,1.25,6476,3,3,3+,south-east,Relatively New,1700,0,1,0,1,0,Semi-furnished,Medium,High-rise
flat,Pyramid Urban Homes,Sector 86,0.43,8582,2,2,1,north-east,New Property,501,0,0,0,0,1,Semi-furnished,Medium,Mid-rise
flat,Signature Global Park,Sohna Road,0.53,6295,2,2,2,east,Relatively New,933,0,0,0,1,0,Semi-furnished,High,Low-rise
house,U Block DLF Phase  Road No,Sector 24,1.6,3303,1,2,1,east,Old,4844,0,0,0,0,0,Semi-furnished,Low,Mid-rise
house,Malibu Towne,Sector 47,1.15,4566,3,3,2,north-east,Old,2519,0,0,0,0,0,Un-furnished,Average,Low-rise
house,Independent,Sector 108,1.7,5666,4,4,0,north-east,Relatively New,3000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,ATS Kocoon,Sector 109,2.22,10596,3,3,3,east,Relatively New,1896,0,1,0,0,1,Semi-furnished,Medium,High-rise
flat,Godrej Summit,Sector 104,1.35,5000,4,2,3+,north-east,Relatively New,2980,1,1,1,1,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Hsiidc Sidco Aravali,Manesar,0.91,3516,3,3,3+,east,Moderately Old,1900,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Bestech Park View City,Sector 48,2.7,11713,3,3,3+,north-east,Relatively New,2000,1,1,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 21,0.45,8411,3,2,1,east,Old,535,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Adani M Oyster Grande,Sector 102,1.95,7561,3,4,3,south,Relatively New,2334,1,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,Bestech Altura,Sector 79,1.9,8837,3,4,3,north-east,New Property,1946,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Godrej Meridien,Sector 106,3.2,16000,3,3,3+,north-east,Under Construction,2210,0,1,0,0,0,Semi-furnished,Average,Mid-rise
house,Rajendra Park,Sector 105,0.37,10277,4,3,1,east,Relatively New,360,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 46,2.2,24202,3,3,1,north-west,Old,911,0,0,1,0,0,Un-furnished,Average,Low-rise
flat,Smart World Gems,Sector 89,0.88,7978,2,2,0,north-east,New Property,1103,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Shree Vardhman Victoria,Sector 70,1.62,13953,3,3,3,north,Relatively New,1523,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,DLF Regency Park,Sector 28,1.35,11992,2,2,2,north-east,Moderately Old,1109,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Tulip Leaf,Sector 69,2.07,11423,3,3,3,south-west,Relatively New,1640,0,0,0,0,0,Semi-furnished,Average,High-rise
house,Independent,Sector 28,11.25,34723,4,2,1,north,Moderately Old,3247,0,1,1,1,0,Un-furnished,Medium,Low-rise
flat,DLF The Belaire,Sector 54,10.0,24558,4,2,3+,north,Moderately Old,3000,0,1,0,0,0,Furnished,High,High-rise
flat,Godrej,Sector 79,1.41,9000,2,2,3,north-east,New Property,1735,1,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,M Soulitude,Sector 89,1.25,8784,3,3,2,north-east,New Property,1571,1,0,0,0,0,Semi-furnished,Average,Low-rise
house,Unitech Aspen Greens,Sector 50,12.0,37038,3,4,1,east,Moderately Old,3247,1,1,0,0,0,Un-furnished,Medium,Low-rise
flat,Bestech Park View City,Sector 48,1.8,10250,3,4,3,north-west,Moderately Old,1938,1,0,0,0,0,Un-furnished,Medium,Low-rise
house,Luxury DLF City Floors,Sector 26,20.0,44451,4,1,1,east,New Property,4509,0,1,0,0,0,Un-furnished,Average,Mid-rise
house,Independent,Sector 31,4.25,23090,5,2,3,north-east,Moderately Old,1804,0,0,1,1,0,Un-furnished,Average,Low-rise
house,Independent,Sector 4,0.65,13000,2,1,1,east,Moderately Old,500,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Cghs Airport Apartment,Sector 47,1.65,7857,3,3,3,north-east,Old,1899,0,0,0,0,1,Un-furnished,Medium,Low-rise
flat,Paras Irene,Sector 70A,1.2,8450,2,2,3,north-east,Moderately Old,1285,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Kiran Residency,Sector 56,1.54,8324,3,4,3+,south,Old,1900,0,1,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 40,2.15,23889,3,3,1,east,Moderately Old,902,1,0,1,1,0,Semi-furnished,Average,Low-rise
flat,Raheja Vedaanta,Sector 108,0.8,4080,3,3,3,north-east,Relatively New,1663,0,0,0,1,0,Semi-furnished,High,Mid-rise
flat,Bestech Park View Ananda,Sector 81,0.87,7951,2,2,3,west,Relatively New,1300,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Shapoorji Pallonji Joyville,Sector 102,2.0,10799,3,3,3,south-east,Relatively New,1676,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,La Vida By Tata Housing,Sector 113,3.72,13984,5,4,3+,north-east,New Property,2936,0,0,0,1,0,Furnished,Average,Basement/Ground Floor
flat,Pivotal Devaan,Sector 84,0.35,7246,2,2,2,east,Relatively New,483,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Raheja The Vedaanta Floors,Sector 108,0.7,4521,2,2,3,north-east,Moderately Old,1709,0,0,0,0,0,Un-furnished,Low,Low-rise
house,Independent,Sector 50,6.5,21667,5,2,0,east,Moderately Old,3000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Apex Builders,Sector 37C,0.42,5600,2,2,2,north,Relatively New,828,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Supertech Hill Town,Sector 2 Sohna Road,0.75,6250,2,2,2,north,New Property,1086,1,0,0,1,1,Semi-furnished,Medium,High-rise
flat,Bestech Park View Sanskruti,Sector 92,1.6,8020,3,4,3+,north-west,Relatively New,1615,0,1,0,0,1,Un-furnished,High,High-rise
flat,Mapsko Casa Bella,Sector 82,0.86,8120,3,3,3,south,Moderately Old,1230,1,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Indiabulls Enigma,Sector 110,3.45,10147,4,4,3,north,Moderately Old,3077,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,BPTP Amstoria,Sector 102,1.9,8444,3,3,3+,north-east,Relatively New,2500,0,1,0,0,0,Semi-furnished,High,Low-rise
flat,Emaar Digihomes,Sector 62,2.1,13925,2,2,3,north-east,New Property,1500,0,0,0,0,1,Un-furnished,Average,High-rise
flat,Surya Vihar RWA,Sector 21,1.3,6500,5,2,2,south-east,Old,2400,1,1,1,0,0,Un-furnished,Average,Low-rise
flat,Ambience Creacions,Sector 22,2.55,13709,3,3,3,north-east,Relatively New,1600,0,0,0,0,1,Un-furnished,Medium,Mid-rise
flat,Conscient Heritage Max,Sector 102,1.78,9218,3,4,3+,east,Moderately Old,1748,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Sare Homes,Sector 92,1.12,5358,4,4,2,north-west,Relatively New,2307,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Ireo The Grand Arch,Sector 58,2.2,13480,2,2,1,north-east,Relatively New,1432,1,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,SS Residency Residency The Leaf,Sector 85,1.11,6851,2,2,3,north,Relatively New,1630,0,0,1,0,0,Semi-furnished,High,Mid-rise
flat,Raheja Vedaanta,Sector 108,0.7,4522,2,2,3,west,Relatively New,1548,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Emaar MGF Palm Hills,Sector 77,1.9,9500,3,4,3+,south-west,New Property,1577,0,1,0,0,0,Un-furnished,Average,Mid-rise
house,Sushant Lok  Builder Floors,Sector 43,6.25,30722,2,3,3,north,Moderately Old,2038,1,1,1,0,0,Semi-furnished,Average,Low-rise
house,International City By Sobha Phase,Sector 109,7.0,11240,5,3,1,south,Relatively New,6241,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Emaar MGF Emerald Floors,Sector 65,3.2,10159,4,3,2,north-east,Relatively New,3150,0,1,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF The Ultima,Sector 81,2.4,11412,3,3,3+,north-east,Relatively New,1650,0,1,0,0,0,Furnished,Average,High-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.25,13636,3,3,3,south-west,Relatively New,1600,1,1,0,0,0,Un-furnished,Average,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,1.25,10888,2,2,3+,east,Relatively New,1421,0,0,1,0,0,Semi-furnished,High,High-rise
flat,AFNHB Jalvayu Vihar,Sector 30,1.45,11153,3,2,2,north,Old,1300,0,0,0,0,0,Furnished,Medium,Low-rise
flat,La Vida By Tata Housing,Sector 113,1.32,10344,2,2,2,north-east,Relatively New,1199,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,International City By Sobha Phase,Sector 109,6.25,10035,5,4,1,north-east,Relatively New,6241,1,1,1,1,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 17B,8.5,18814,4,4,1,west,Old,4509,1,1,0,1,0,Un-furnished,Low,Low-rise
house,Suncity Avenue,Sector 76,0.75,10067,2,2,1,north-east,New Property,745,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Godrej Icon,Sector 88A,1.65,9041,3,3,3,north-east,New Property,1652,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 23,2.7,18620,5,2,3,east,Old,1450,0,0,0,0,0,Un-furnished,Low,Low-rise
flat,Signature Global The Millennia,Sector 37D,0.45,7627,2,3,2,north-east,New Property,590,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Signature Global Park,Sector 36,0.72,6428,3,2,3,north-east,New Property,1236,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Paras Dews,Sector 106,1.5,6369,4,2,3+,north-west,Relatively New,1535,0,1,0,0,0,Semi-furnished,High,High-rise
house,Unitech Espace,Sector 50,11.29,34846,5,2,1,east,Moderately Old,3247,1,0,0,1,0,Semi-furnished,Low,Low-rise
flat,Emaar MGF Palm Studios,Sector 66,1.45,14795,2,2,3,east,Relatively New,1078,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 3,1.5,5000,6,1,0,east,New Property,3000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,M Golfestate,Sector 65,6.15,15998,3,2,3+,west,Relatively New,4243,0,1,0,0,0,Furnished,Average,Low-rise
flat,Prasha Apartments,Manesar,0.75,3309,3,3,3+,west,Moderately Old,1914,0,1,0,0,0,Semi-furnished,Average,Low-rise
flat,Sare Crescent Parc,Sector 92,0.7,5556,3,3,2,north-east,Relatively New,1263,0,0,0,0,0,Semi-furnished,Average,High-rise
house,Independent,Sector 15,1.8,10000,4,3,3,north-east,Old,1804,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,2.2,11178,4,2,3+,west,Relatively New,2390,0,1,0,1,0,Semi-furnished,High,Mid-rise
flat,Ambience Creacions,Sector 22,4.3,13915,3,4,3+,south-west,Relatively New,2600,0,1,0,0,1,Furnished,Medium,Mid-rise
flat,Unitech Sunbreeze,Sector 69,0.75,6849,2,2,2,north-east,New Property,991,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,DLF New Town Heights,Sector 90,1.3,6735,3,3,3+,south,Relatively New,1929,0,1,0,1,0,Un-furnished,Medium,High-rise
house,Independent,Sector 15,1.07,11888,2,2,1,east,Old,900,0,1,0,0,0,Semi-furnished,Low,Low-rise
flat,Deepak Minda,Manesar,1.2,4528,3,3,3+,north-west,Moderately Old,2925,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Signature Global City,Sector 37D,1.0,8160,3,1,3,south-east,New Property,1250,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Vatika City,Sector 49,1.98,9074,3,4,3,south-east,Moderately Old,1670,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,The Ivy,Sushant Lok,6.0,15765,4,2,3,north-east,Old,3806,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Emaar Palm Gardens,Sector 83,1.35,12325,3,3,3,south-west,Relatively New,1383,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,M Merlin,Sector 67,3.0,14655,3,1,3+,north-east,Relatively New,1900,0,0,1,0,0,Un-furnished,High,Mid-rise
flat,La Vida By Tata Housing,Sector 113,1.55,11654,2,2,3,north-east,New Property,1276,0,0,0,0,0,Semi-furnished,High,Low-rise
house,Independent,Sector 25,10.85,38182,6,2,0,north-east,Relatively New,2850,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,Vipul Lavanya,Sector 81,0.6,6666,2,2,1,east,Relatively New,993,0,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor
house,Hero Homes,Sector 104,1.95,21195,3,2,1,east,Moderately Old,920,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,M Sky Lofts,Sector 71,0.9,13177,1,1,0,north-east,New Property,683,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Sobha City,Sector 108,3.95,16859,4,2,3,north-east,Relatively New,2343,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,Raheja Teachers Apartments,Sector 31,1.2,7272,3,2,2,east,Moderately Old,1450,0,0,0,0,1,Furnished,Medium,Low-rise
flat,HCBS Sports Ville,Sector 2,0.35,4375,2,2,2,east,Relatively New,800,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 3 Phase 2,0.85,9444,5,3,1,east,Relatively New,993,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Imperia The Esfera,Sector 37C,0.98,5399,3,4,3,south-west,Relatively New,1655,0,1,0,0,1,Semi-furnished,Average,Mid-rise
flat,Puri Diplomatic Greens,Sector 111,3.65,12372,4,2,3+,west,Moderately Old,2670,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Emaar  Greens,Sector 102,1.54,9333,3,3,3,north-east,Relatively New,1311,0,1,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 4,3.2,14222,3,3,3+,east,Old,2255,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Ireo Uptown,Sector 66,1.85,12567,2,3,3,south-east,Relatively New,1470,0,1,0,0,1,Un-furnished,Medium,High-rise
flat,Smart World Gems,Sector 89,0.85,7706,2,2,2,north-east,New Property,1217,1,0,0,0,0,Semi-furnished,Average,Low-rise
flat,ATS Tourmaline,Sector 109,2.1,8123,3,4,3+,south-east,Relatively New,2100,0,1,0,0,0,Un-furnished,High,High-rise
flat,Emaar  Greens,Sector 102,1.4,13690,3,3,3,east,Relatively New,1311,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
house,Sare Crescent Parc Royal Greens Phase,Sector 92,0.85,4877,4,1,3,east,Relatively New,1743,0,0,0,0,0,Semi-furnished,Low,Mid-rise
house,Ansal Height Heights Palam Vihar,Sector 2,5.7,14729,5,2,1,north-east,Old,4550,0,0,0,1,0,Furnished,Medium,Low-rise
flat,Corona Optus,Sector 37C,1.44,7250,3,3,3+,north-west,New Property,2196,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Kamal Residence,Sohna Road,0.4,7633,2,2,1,north-east,New Property,524,0,0,0,0,1,Un-furnished,Low,Basement/Ground Floor
house,Independent,Sector 46,4.35,23693,2,3,3,north-east,Relatively New,1840,1,0,0,1,0,Un-furnished,Low,Low-rise
flat,Paras Dews,Sector 106,1.17,6647,3,4,3+,west,Relatively New,1186,0,1,0,0,0,Semi-furnished,Average,High-rise
flat,Green Court,Sector 90,0.4,6389,2,2,1,south,New Property,626,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Emaar MGF The Palm Drive,Sector 66,1.51,15130,2,2,2,north,Relatively New,1188,0,0,0,1,0,Un-furnished,Medium,Mid-rise
flat,Krrish Florence Estate,Sector 70,1.3,5600,3,3,3,north-east,Relatively New,1865,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Smart World Orchard,Sector 61,1.85,14800,2,2,2,north-east,New Property,1380,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Signature Global Orchard Avenue,Sector 93,0.85,14237,2,2,0,north-east,Relatively New,597,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Ansal Height Height Estella,Sector 103,1.5,8670,3,3,3+,north-east,Relatively New,1735,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,DLF The Ultima,Sector 81,2.3,14603,3,4,3+,east,Relatively New,1819,0,1,0,0,0,Un-furnished,Medium,Skyscraper
